Open,High,Low,Close,Adjusted_close,Volume
137.11,139.15,135.67,138.92,138.5166,83374600
140.41,141.43,137.49,139.5,139.0949,89908500
138.5,138.55,134.59,134.87,134.4784,74917800
141.24,146.87,139.5,146.87,146.4435,118854000
145.82,150.01,144.37,149.7,149.2653,93979700
148.97,150.28,147.43,148.28,147.8494,73374100
152.22,153.59,148.56,150.04,149.6043,89868300
149.13,149.87,147.29,148.79,148.358,64218300
146.43,151.48,146.15,150.72,150.2824,80389400
152.31,152.7,149.97,151.29,150.8507,74829600
150.16,150.37,147.72,148.01,147.5802,58724100
148.13,150.42,146.93,150.18,149.7439,51804100
149.45,151.83,149.34,151.07,150.6313,58301400
148.31,148.88,147.12,148.11,147.6799,35195900
145.14,146.64,143.38,144.22,143.8012,69246000
144.29,144.81,140.35,141.17,140.7601,83763800
141.4,148.72,140.55,148.03,147.6002,111380900
148.21,149.13,146.61,148.31,147.8794,71250400
145.96,148.0,145.65,147.81,147.3808,65447400
147.77,150.92,145.77,146.63,146.2042,68826400
147.07,147.3,141.92,142.91,142.495,64727200
142.19,143.37,140.0,140.94,140.5308,69721100
142.36,143.52,141.1,142.65,142.2358,62128300
142.34,145.57,140.9,142.16,141.7472,76097000
142.7,144.5,141.06,144.49,144.0704,70462700
149.5,149.97,144.24,145.47,145.0476,93886200
145.35,146.66,141.16,143.21,142.7942,82291200
141.11,141.8,136.03,136.5,136.1036,98931900
136.69,137.65,133.73,134.51,134.1194,160156900
135.11,135.2,131.32,132.37,131.9856,79592600
131.39,133.25,129.89,132.3,131.9158,77432800
132.98,136.81,132.75,135.45,135.0567,85928000
134.35,134.56,130.3,132.23,131.846,77852100
130.92,132.42,129.64,131.86,131.4771,63814900
131.38,131.41,128.72,130.03,129.6524,69007800
129.67,131.03,125.87,126.04,125.674,85438400
127.99,130.48,127.73,129.61,129.2337,75703700
128.41,129.95,127.43,129.93,129.5527,77034200
130.28,130.9,124.17,125.07,124.7068,112117500
126.89,128.66,125.08,126.36,125.9931,89113600
127.13,127.77,124.76,125.02,124.657,80962700
126.01,130.29,124.89,129.62,129.2436,87754700
130.47,133.41,129.89,130.15,129.7721,70790800
130.26,131.26,128.12,130.73,130.3504,63896200
131.25,133.51,130.46,133.49,133.1024,69458900
133.88,134.26,131.44,133.41,133.0226,71379600
132.03,134.92,131.66,134.76,134.3687,57809700
134.83,137.29,134.13,135.94,135.5453,63646600
136.82,138.61,135.03,135.21,134.8174,69672800
134.08,136.25,133.77,135.27,134.8772,58280400
135.28,138.02,134.22,137.87,137.4697,80223600
138.12,143.32,137.9,141.11,140.7003,81760300
140.31,143.16,140.3,142.53,142.1161,66435100
140.89,142.43,138.81,141.86,141.4481,65799300
143.17,144.25,141.9,143.96,143.542,54105100
143.16,147.23,143.08,145.93,145.5063,70555800
144.96,145.55,142.85,143.0,142.5848,64015300
142.7,144.34,142.28,144.29,143.871,65874500
143.97,146.61,141.32,145.43,145.0077,77663600
148.9,151.18,148.17,150.82,150.3821,118339000
148.03,157.38,147.83,154.5,154.0514,154357300
152.57,153.1,150.78,151.73,151.2894,69858300
150.64,155.23,150.64,154.65,154.2009,83322600
153.88,154.58,151.17,151.92,151.4789,64120100
153.78,154.33,150.42,150.87,150.4319,56007100
149.46,151.34,149.22,151.01,150.8014,57450700
150.95,154.26,150.92,153.85,153.6375,62199000
152.12,153.77,150.86,153.2,152.9884,61707600
153.11,155.5,152.88,155.33,155.1154,65573800
153.51,156.33,153.35,153.71,153.4977,68167900
152.35,153.0,150.85,152.55,152.3393,59144100
150.2,151.3,148.41,148.48,148.2749,58867200
148.87,149.95,147.16,148.91,148.7043,51011300
150.09,150.34,147.24,149.4,149.1936,48394200
147.11,147.19,145.72,146.71,146.5074,55469600
147.71,149.17,147.45,147.92,147.7157,44998500
147.05,149.08,146.83,147.41,147.2064,50547000
146.83,147.23,145.01,145.31,145.1093,55479000
144.38,146.71,143.9,145.91,145.7085,52238100
148.04,151.11,147.33,151.03,150.8214,70732300
153.79,156.3,153.46,153.83,153.6175,87558000
153.7,154.03,151.13,151.6,151.3906,56182000
152.81,153.47,151.83,152.87,152.6588,47204800
153.56,154.54,150.23,150.59,150.382,53833600
150.21,150.94,147.61,148.5,148.2949,68572400
147.81,153.14,147.7,150.47,150.2622,84457100
151.28,153.4,150.1,152.59,152.3792,73695900
151.19,153.25,149.92,152.99,152.7787,77167900
152.16,156.46,151.64,155.85,155.6347,76161100
156.08,156.74,154.28,155.0,154.7859,98944600
155.07,157.82,154.15,157.4,157.1826,73641400
157.32,159.4,156.54,159.28,159.06,73938300
159.3,162.14,157.81,157.83,157.612,75701800
158.83,161.55,157.68,158.93,158.7105,67622100
158.86,160.34,157.85,160.25,160.0286,59196500
159.94,160.77,157.87,158.28,158.0614,52390300
157.97,158.49,155.98,157.65,157.4322,45992200
159.37,161.05,159.35,160.77,160.5479,51305700
161.53,162.47,161.27,162.36,162.1357,49501700
162.44,165.0,161.91,164.9,164.6722,68749800
164.27,166.29,164.22,166.17,165.9405,56976200
166.6,166.84,165.11,165.63,165.4012,46278300
164.74,165.05,161.8,163.76,163.5338,51511700
162.43,164.96,162.0,164.66,164.4326,45390100
161.42,162.03,160.08,162.03,161.8062,47716900
162.35,162.36,160.51,160.8,160.5779,47644200
161.22,162.06,159.78,160.1,159.8789,50133100
161.63,165.8,161.42,165.56,165.3313,68445600
164.59,166.32,163.82,165.21,164.9818,49386500
165.09,165.39,164.03,165.23,165.0018,41516200
166.1,167.41,165.65,166.47,166.2401,49923000
165.8,168.16,165.54,167.63,167.3985,47720200
166.09,167.87,165.56,166.65,166.4198,52456400
165.05,166.45,164.49,165.02,164.7921,58337300
165.0,165.6,163.89,165.33,165.1016,41949600
165.19,166.31,163.73,163.77,163.5438,48714100
163.06,165.28,162.8,163.76,163.5338,45498800
165.19,168.56,165.19,168.41,168.1774,64902300
168.49,169.85,167.88,169.68,169.4456,55209200
169.28,170.45,168.64,169.59,169.3557,52472900
170.09,170.35,167.54,168.54,168.3072,48425700
169.5,170.92,167.16,167.45,167.2187,65136000
164.89,167.04,164.31,165.79,165.561,81235400
170.98,174.3,170.76,173.57,173.3302,113316400
172.48,173.85,172.11,173.5,173.2603,55962800
173.05,173.54,171.6,171.77,171.5327,45326900
173.02,174.03,171.9,173.56,173.3203,53724500
173.85,174.59,172.17,173.75,173.51,49514700
173.62,174.06,171.0,172.57,172.57,45497800
173.16,173.21,171.47,172.07,172.07,37266700
171.99,173.14,171.8,172.07,172.07,42110300
171.71,172.93,170.42,172.69,172.69,57951600
173.0,175.24,172.58,175.05,175.05,65496700
176.39,176.39,174.94,175.16,175.16,55772400
173.98,174.71,173.45,174.2,174.2,43570900
173.13,173.38,171.28,171.56,171.56,50747300
171.09,172.42,170.52,171.84,171.84,45143500
172.41,173.9,171.69,172.99,172.99,56058300
173.32,175.77,173.11,175.43,175.43,54835000
176.96,178.99,176.57,177.3,177.3,55964400
177.33,179.35,176.76,177.25,177.25,99625300
177.7,180.12,176.93,180.09,180.09,68901800
181.03,181.78,179.26,180.95,180.95,61945900
182.63,184.95,178.04,179.58,179.58,121946500
179.97,180.12,177.43,179.21,179.21,64848400
178.44,181.21,177.32,177.82,177.82,61944600
177.9,180.84,177.46,180.57,180.57,50214900
181.5,182.23,180.63,180.96,180.96,48870700
181.27,183.89,180.97,183.79,183.79,54274900
182.8,184.15,182.44,183.31,183.31,54929100
183.37,184.39,182.02,183.95,183.95,57462900
183.96,186.52,183.78,186.01,186.01,65433200
186.73,186.99,184.27,184.92,184.92,101235600
184.41,186.1,184.41,185.01,185.01,49799100
184.9,185.41,182.59,183.96,183.96,49515700
183.74,187.05,183.67,187.0,187.0,51245300
185.55,187.56,185.01,186.68,186.68,53079300
186.83,188.05,185.23,185.27,185.27,48088700
185.89,188.39,185.67,188.06,188.06,50730800
187.93,189.9,187.6,189.25,189.25,51216800
189.08,190.07,188.94,189.59,189.59,46347300
191.63,194.48,191.26,193.97,193.97,85069600
193.78,193.88,191.76,192.46,192.46,31458200
191.57,192.98,190.62,191.33,191.33,46920300
189.84,192.02,189.2,191.81,191.81,45094300
191.41,192.67,190.24,190.68,190.68,46778000
189.26,189.99,187.04,188.61,188.61,59922200
189.16,189.3,186.6,188.08,188.08,46638100
189.68,191.7,188.47,189.77,189.77,60750200
190.5,191.19,189.78,190.54,190.54,41342300
190.23,191.18,189.63,190.69,190.69,41573900
191.9,194.32,191.81,193.99,193.99,50520200
193.35,194.33,192.42,193.73,193.73,48353800
193.1,198.23,192.65,195.1,195.1,80507300
195.09,196.47,192.5,193.13,193.13,59581200
194.1,194.97,191.23,191.94,191.94,71917800
193.41,194.91,192.25,192.75,192.75,45377800
193.33,194.44,192.92,193.62,193.62,37283200
193.67,195.64,193.32,194.5,194.5,47471900
196.02,197.2,192.55,193.22,193.22,47460200
194.67,196.63,194.14,195.83,195.83,48291400
196.06,196.49,195.26,196.45,196.45,38824100
196.24,196.73,195.28,195.61,195.61,35175100
195.04,195.18,191.85,192.58,192.58,50389300
191.57,192.37,190.69,191.17,191.17,61235200
185.52,187.38,181.92,181.99,181.99,115799700
